Date,Open,High,Low,Close,Adj Close,Volume
2015-11-16,66.051003,66.309998,65.730003,66.084999,66.084999,0
2015-11-23,66.099998,66.889999,66.050003,66.557999,66.557999,0
2015-11-30,66.660004,66.980003,66.290001,66.803001,66.803001,0
2015-12-07,66.650002,67.106003,65.959999,66.786003,66.786003,0
2015-12-14,67.140999,67.172997,66.199997,66.459000,66.459000,0
2015-12-21,66.248001,66.360001,65.660004,65.940002,65.940002,0
2015-12-28,65.959999,66.464996,65.940002,66.193001,66.193001,0
2016-01-04,66.193001,66.959999,66.029999,66.920998,66.920998,0
2016-01-11,66.839996,67.760002,66.430000,67.304001,67.304001,0
2016-01-18,67.766998,68.142998,67.360001,67.541000,67.541000,0
2016-01-25,67.541000,68.235001,67.400002,68.093002,68.093002,0
2016-02-01,67.870003,68.279999,67.309998,67.802002,67.802002,0
2016-02-08,67.802002,68.550003,67.589996,68.473999,68.473999,0
2016-02-15,68.111000,68.830002,67.940002,68.538002,68.538002,0
2016-02-22,68.480003,68.901001,68.269997,68.796997,68.796997,0
2016-02-29,68.730003,68.790001,66.919998,67.142998,67.142998,0
2016-03-07,66.930000,67.529999,66.779999,67.308998,67.308998,0
2016-03-14,66.913002,67.434998,66.099998,66.375999,66.375999,0
2016-03-21,66.375999,66.930000,66.230003,66.906998,66.906998,0
2016-03-28,66.906998,66.906998,65.940002,66.358002,66.358002,0
2016-04-04,66.358002,66.779999,65.610001,66.543999,66.543999,0
2016-04-11,66.543999,66.739998,66.260002,66.637001,66.637001,0
2016-04-18,66.653000,66.690002,65.910004,66.512001,66.512001,0
2016-04-25,66.653000,66.849998,65.879997,66.417999,66.417999,0
2016-05-02,66.417999,66.708000,66.010002,66.601997,66.601997,0
2016-05-09,66.594002,66.989998,66.370003,66.750999,66.750999,0
2016-05-16,66.847000,67.610001,66.480003,67.422997,67.422997,0
2016-05-23,67.422997,67.779999,66.830002,67.024002,67.024002,0
2016-05-30,67.024002,67.504997,66.790001,67.292000,67.292000,0
2016-06-06,66.991997,67.040001,66.370003,66.740997,66.740997,0
2016-06-13,66.945000,67.443001,66.889999,67.066002,67.066002,0
2016-06-20,67.599998,68.203003,67.050003,67.241997,67.241997,0
2016-06-27,67.730003,68.139999,67.059998,67.181999,67.181999,0
2016-07-04,67.169998,67.589996,66.800003,67.132004,67.132004,0
2016-07-11,67.132004,67.209999,66.639999,67.133003,67.133003,0
2016-07-18,67.133003,67.260002,66.959999,67.153999,67.153999,0
2016-07-25,67.146004,67.470001,66.599998,66.648003,66.648003,0
2016-08-01,66.648003,67.002998,66.529999,66.841003,66.841003,0
2016-08-08,66.834999,66.968002,66.605003,66.899597,66.899597,0
2016-08-15,66.899498,67.192902,66.680000,67.127502,67.127502,0
2016-08-22,67.128601,67.239998,66.800003,67.128998,67.128998,0
2016-08-29,67.126503,67.193001,66.519997,66.572800,66.572800,0
2016-09-05,66.572800,66.898804,66.070000,66.778000,66.778000,0
2016-09-12,66.897003,67.121201,66.680000,67.065300,67.065300,0
2016-09-19,67.065498,67.150002,66.519997,66.696503,66.696503,0
2016-09-26,66.697502,66.943001,66.332497,66.546501,66.546501,0
2016-10-03,66.545502,66.870003,66.349998,66.591202,66.591202,0
2016-10-10,66.591499,66.980003,66.469803,66.705299,66.705299,0
2016-10-17,66.709999,66.992500,66.599998,66.911201,66.911201,0
2016-10-24,66.917999,66.945000,66.748001,66.781403,66.781403,0
2016-10-31,66.781403,66.900002,66.628304,66.785301,66.785301,0
2016-11-07,66.785301,67.644997,66.205002,67.546799,67.546799,0
2016-11-14,67.547203,68.250000,67.389999,68.169998,68.169998,0
2016-11-21,68.168503,68.894997,67.949997,68.508499,68.508499,0
2016-11-28,68.508499,68.800003,68.010002,68.011497,68.011497,0
2016-12-05,68.011497,68.258003,67.307999,67.460503,67.460503,0
2016-12-12,67.461800,67.900002,67.379898,67.834999,67.834999,0
2016-12-19,67.834999,68.098701,67.699997,67.830803,67.830803,0
2016-12-26,67.830803,68.249100,67.699997,67.944801,67.944801,0
2017-01-02,67.944801,68.430000,67.714996,68.142601,68.142601,0
2017-01-09,68.132599,68.492996,67.949997,68.157799,68.157799,0
2017-01-16,68.157799,68.290001,67.879997,68.077202,68.077202,0
2017-01-23,68.072197,68.224998,67.959999,68.110001,68.110001,0
2017-01-30,68.109901,68.109901,67.029999,67.157303,67.157303,0
2017-02-06,67.168198,67.449997,66.650002,66.843697,66.843697,0
2017-02-13,66.840698,67.165001,66.760002,67.065201,67.065201,0
2017-02-20,67.065498,67.095001,66.519997,66.635002,66.635002,0
2017-02-27,66.635002,66.889999,66.589996,66.773003,66.773003,0
2017-03-06,66.709999,66.852997,66.485001,66.485001,66.485001,0
2017-03-13,66.485001,66.580002,65.209999,65.468102,65.468102,0
2017-03-20,65.468102,65.584999,65.180000,65.393097,65.393097,0
2017-03-27,65.417999,65.417999,64.739998,64.796700,64.796700,0
2017-04-03,64.852997,65.192497,64.150002,64.260002,64.260002,0
2017-04-10,64.260300,64.739998,64.254997,64.453697,64.453697,0
2017-04-17,64.435501,64.720001,64.239998,64.639999,64.639999,0
2017-04-24,64.640297,64.642998,63.928001,64.258301,64.258301,0
2017-05-01,64.280502,64.389999,64.059998,64.169998,64.169998,0
2017-05-08,64.307999,64.690002,64.120003,64.165497,64.165497,0
2017-05-15,64.236000,65.139999,63.880001,64.448502,64.448502,0
2017-05-22,64.448799,64.947998,64.410004,64.513199,64.513199,0
2017-05-29,64.500504,64.688004,64.220001,64.404999,64.404999,0
2017-06-05,64.405502,64.500000,64.167999,64.376999,64.376999,0
2017-06-12,64.376999,64.760002,64.019997,64.394997,64.394997,0
2017-06-19,64.454498,64.680000,64.339996,64.498001,64.498001,0
2017-06-26,64.495499,64.839996,64.389999,64.606796,64.606796,0
2017-07-03,64.610497,64.900002,64.500000,64.611702,64.611702,0
2017-07-10,64.615501,64.615501,64.227501,64.267303,64.267303,0
2017-07-17,64.416000,64.461098,64.254997,64.461098,64.461098,0
2017-07-24,64.377998,64.480003,64.050003,64.123497,64.123497,0
2017-07-31,64.105499,64.212997,63.563000,63.665100,63.665100,0
2017-08-07,63.665501,64.254997,63.612999,64.081001,64.081001,0
2017-08-14,64.130501,64.349998,63.849998,64.075897,64.075897,0
2017-08-21,64.085503,64.160004,63.869999,63.995499,63.995499,0
2017-08-28,63.998001,64.110001,63.770000,64.015503,64.015503,0
2017-09-04,64.017998,64.269997,63.770000,63.931000,63.931000,0
2017-09-11,63.778000,64.290001,63.775002,64.120201,64.120201,0
2017-09-18,64.100502,65.199997,64.000000,64.890999,64.890999,0
2017-09-25,64.788002,65.889999,64.730003,65.293297,65.293297,0
2017-10-02,65.300499,65.680000,64.949997,65.414200,65.414200,0
2017-10-09,65.390503,65.449997,64.650002,64.672997,64.672997,0
2017-10-16,64.690002,65.153000,64.665001,65.104103,65.104103,0
2017-10-23,65.032997,65.239998,64.599998,65.032997,65.032997,0
2017-10-30,64.873398,65.029999,64.389999,64.693398,64.693398,0
2017-11-06,64.693398,65.370003,64.559998,65.182999,65.182999,0
2017-11-13,65.160301,65.580002,64.680000,65.008003,65.008003,0
2017-11-20,64.904999,65.147003,64.537498,64.544998,64.544998,0
2017-11-27,64.544998,64.809998,64.269997,64.513000,64.513000,0
2017-12-04,64.509003,64.629997,64.220001,64.473000,64.473000,0
2017-12-11,64.473000,64.559998,63.990002,64.072998,64.072998,0
2017-12-18,64.072304,64.690002,63.919998,64.007797,64.007797,0
2017-12-25,64.007797,64.250000,63.790001,63.840801,63.840801,0
2018-01-01,63.840801,63.869999,63.209999,63.333000,63.333000,0
